municipio,SAFRA,Latitude,Longitude,Altitude (m),Tmax (°C),Tmin (°C),Tmed (°C),UR (%),U2 (m/s),RS (MJ/m²d),Chuva (mm),ano,mes,NDVI,AREA_TOTAL,REGIAO,Solo
Campina do Simão,17/18,-25.0789,-51.82690000000001,994.0,25.227311320754715,16.16188679245283,20.46174528301887,82.26014150943396,0.21372641509433962,18.89438679245283,6.727735849056604,2017.4245283018868,6.89622641509434,0.7482209512578616,10100.0,Sul,Latossolo Bruno distrófico
Campina do Simão,18/19,-25.0789,-51.82690000000001,994.0,25.966839622641512,16.658254716981133,20.999858490566037,81.22462264150943,0.21485849056603773,19.05377358490566,5.337735849056603,2018.4245283018868,6.89622641509434,0.7993310927672956,10550.0,Sul,Latossolo Bruno distrófico
Campina do Simão,19/20,-25.0789,-51.82690000000001,994.0,27.654929577464788,16.404272300469483,21.71807511737089,72.71244131455398,0.2091549295774648,20.21394366197183,3.9367605633802816,2019.4272300469484,6.873239436619718,0.7820888106416275,10820.0,Sul,Latossolo Bruno distrófico
Campina do Simão,20/21,-25.0789,-51.82690000000001,994.0,27.32,16.379716981132077,21.42490566037736,74.4766037735849,0.23084905660377358,19.774716981132073,3.6225,2020.4245283018868,6.89622641509434,0.8068147405660377,10920.0,Sul,Latossolo Bruno distrófico
Campina do Simão,21/22,-25.0789,-51.82690000000001,994.0,27.730330188679243,16.484622641509432,21.759764150943393,72.10716981132074,0.21726415094339624,20.16419811320755,4.154481132075472,2021.4245283018868,6.89622641509434,0.8359658411949686,11280.0,Sul,Latossolo Bruno distrófico
Campina do Simão,22/23,-25.0789,-51.82690000000001,994.0,24.18943396226415,15.288301886792452,19.454198113207546,83.17150943396227,0.2104245283018868,18.91556603773585,5.32438679245283,2022.4245283018868,6.89622641509434,0.8200674135220126,11720.0,Sul,Latossolo Bruno distrófico
Campina do Simão,23/24,-25.0789,-51.82690000000001,994.0,26.660281690140845,17.439765258215964,21.76680751173709,81.4380751173709,0.21455399061032865,18.632488262910798,5.807887323943661,2023.4272300469484,6.873239436619718,0.7975473004694836,12160.0,Sul,Latossolo Bruno distrófico
Campina do Simão,24/25,-25.0789,-51.8269,994.0,27.466311475409835,16.169590163934426,21.400000000000002,73.27918032786884,0.22139344262295083,18.388524590163936,4.729754098360655,2024.0,10.508196721311476,0.7936586065573771,,,Latossolo Bruno distrófico
Campina do Simão,99/00,-25.0789,-51.8269,994.0,26.241868131868134,16.962857142857143,21.276703296703296,81.47252747252747,0.2057142857142857,20.005164835164834,5.49989010989011,2000.0,2.0,0.8067508333333333,3300.0,Sul,Latossolo Bruno distrófico
Cruzeiro do Sul,00/01,-22.973200000000002,-52.153499999999994,456.0,30.401462264150943,19.544716981132073,24.502547169811322,75.77146226415094,1.213679245283019,20.99127358490566,5.149292452830189,2000.4245283018868,6.89622641509434,0.6139596698113208,600.0,Noroeste,Latossolo Vermelho distrófico
Cruzeiro do Sul,01/02,-22.973200000000002,-52.153499999999994,456.0,30.917311320754717,19.142783018867924,24.5311320754717,72.30768867924527,1.340566037735849,21.844764150943398,4.471084905660377,2001.4245283018868,6.89622641509434,0.6207669811320754,1600.0,Noroeste,Latossolo Vermelho distrófico
Cruzeiro do Sul,02/03,-22.973200000000002,-52.153499999999994,456.0,30.908301886792454,19.784103773584903,24.80377358490566,74.8667924528302,1.288679245283019,20.766603773584908,5.4056132075471695,2002.4245283018868,6.89622641509434,0.6665042059748427,2122.0,Noroeste,Latossolo Vermelho distrófico
Cruzeiro do Sul,03/04,-22.9732,-52.1535,456.0,31.614647887323944,18.617981220657278,24.547981220657277,68.68384976525822,1.4183098591549297,22.368826291079813,3.511361502347418,2003.4272300469484,6.873239436619718,0.6949015258215963,2240.0,Noroeste,Latossolo Vermelho distrófico
Cruzeiro do Sul,04/05,-22.973200000000002,-52.153499999999994,456.0,30.96608490566038,18.98235849056604,24.465849056603776,72.01334905660377,1.3521226415094338,21.476933962264148,4.763301886792453,2004.4245283018868,6.89622641509434,0.6853152122641509,2200.0,Noroeste,Latossolo Vermelho distrófico
Cruzeiro do Sul,05/06,-22.973200000000002,-52.153499999999994,456.0,30.183443396226416,19.254481132075473,24.243066037735847,75.73103773584906,1.3307075471698113,20.58009433962264,5.211367924528302,2005.4245283018868,6.89622641509434,0.5849921383647798,2132.0,Noroeste,Latossolo Vermelho distrófico
Cruzeiro do Sul,06/07,-22.973200000000002,-52.153499999999994,456.0,30.364622641509435,19.78198113207547,24.596037735849055,75.88740566037735,1.287688679245283,20.702594339622642,5.5670754716981135,2006.4245283018868,6.89622641509434,0.6248179245283019,2000.0,Noroeste,Latossolo Vermelho distrófico
Cruzeiro do Sul,07/08,-22.9732,-52.1535,456.0,31.293286384976525,19.373849765258218,24.805023474178405,70.52807511737089,1.4188262910798122,21.194600938967135,4.190469483568076,2007.4272300469484,6.873239436619718,0.5641670187793427,1920.0,Noroeste,Latossolo Vermelho distrófico
Cruzeiro do Sul,08/09,-22.973200000000002,-52.153499999999994,456.0,30.678254716981133,18.916886792452832,24.27985849056604,72.51287735849057,1.3546698113207547,21.604716981132075,4.3781603773584905,2008.4245283018868,6.89622641509434,0.5343489386792453,1920.0,Noroeste,Latossolo Vermelho distrófico
Cruzeiro do Sul,09/10,-22.973200000000002,-52.153499999999994,456.0,29.183443396226416,20.05075471698113,24.22056603773585,83.12797169811321,1.292877358490566,20.140518867924527,8.043962264150943,2009.4245283018868,6.89622641509434,0.6217212657232704,1843.0,Noroeste,Latossolo Vermelho distrófico
Cruzeiro do Sul,10/11,-22.973200000000002,-52.153499999999994,456.0,29.662311320754718,19.058349056603774,23.947311320754718,75.66985849056604,1.3343396226415094,20.130990566037738,6.142877358490566,2010.4245283018868,6.89622641509434,0.497840998427673,1939.0,Noroeste,Latossolo Vermelho distrófico
Cruzeiro do Sul,11/12,-22.9732,-52.1535,456.0,31.885352112676056,18.60638497652582,24.71943661971831,66.95774647887323,1.3974647887323945,23.19530516431925,3.6091079812206575,2011.4272300469484,6.873239436619718,0.5370619327073552,1939.0,Noroeste,Latossolo Vermelho distrófico
Cruzeiro do Sul,12/13,-22.973200000000002,-52.153499999999994,456.0,31.54830188679245,19.76377358490566,25.13259433962264,71.1895283018868,1.3670283018867924,21.386179245283017,4.544150943396226,2012.4245283018868,6.89622641509434,0.5362020047169811,2100.0,Noroeste,Latossolo Vermelho distrófico
Cruzeiro do Sul,13/14,-22.973200000000002,-52.153499999999994,456.0,30.86240566037736,19.244575471698113,24.577594339622642,72.11231132075471,1.4075,21.775188679245282,4.759952830188679,2013.4245283018868,6.89622641509434,0.41939241352201256,2200.0,Noroeste,Latossolo Vermelho distrófico
Cruzeiro do Sul,14/15,-22.973200000000002,-52.153499999999994,456.0,30.837169811320752,19.94377358490566,24.82311320754717,74.68891509433962,1.3085377358490566,21.55061320754717,4.8184905660377355,2014.4245283018868,6.89622641509434,0.5393625786163522,2400.0,Noroeste,Latossolo Vermelho distrófico
Cruzeiro do Sul,15/16,-22.9732,-52.1535,456.0,29.712816901408452,20.342723004694836,24.547793427230047,81.72042253521127,1.2518779342723003,19.24112676056338,8.09093896713615,2015.4272300469484,6.873239436619718,0.628022848200313,1950.0,Noroeste,Latossolo Vermelho distrófico
Cruzeiro do Sul,16/17,-22.973200000000002,-52.153499999999994,456.0,30.002028301886792,19.08372641509434,24.01816037735849,75.8079245283019,1.2843396226415094,21.5388679245283,4.108207547169812,2016.4245283018868,6.89622641509434,0.5305185141509434,2000.0,Noroeste,Latossolo Vermelho distrófico
Cruzeiro do Sul,17/18,-22.973200000000002,-52.153499999999994,456.0,30.30858490566038,19.592499999999998,24.397924528301886,76.69377358490566,1.3292924528301886,20.791933962264153,6.134764150943396,2017.4245283018868,6.89622641509434,0.5122716981132075,2500.0,Noroeste,Latossolo Vermelho distrófico
Cruzeiro do Sul,18/19,-22.973200000000002,-52.153499999999994,456.0,30.73235849056604,20.01816037735849,24.901084905660376,76.13716981132076,1.2558962264150944,21.202075471698112,4.915613207547169,2018.4245283018868,6.89622641509434,0.44194768081761004,3700.0,Noroeste,Latossolo Vermelho distrófico
Cruzeiro do Sul,19/20,-22.9732,-52.1535,456.0,32.75431924882629,20.08004694835681,25.875023474178406,68.14671361502347,1.3783098591549294,21.853661971830984,3.9112206572769956,2019.4272300469484,6.873239436619718,0.4848298513302034,4300.0,Noroeste,Latossolo Vermelho distrófico
Cruzeiro do Sul,20/21,-22.973200000000002,-52.153499999999994,456.0,32.752169811320755,19.983490566037737,25.8,67.40669811320754,1.2937735849056602,22.02330188679245,3.185,2020.4245283018868,6.89622641509434,0.3848567216981132,4500.0,Noroeste,Latossolo Vermelho distrófico
Cruzeiro do Sul,21/22,-22.973200000000002,-52.153499999999994,456.0,32.63891509433962,19.78735849056604,25.714150943396223,67.11235849056604,1.3268396226415096,22.045801886792454,4.020283018867924,2021.4245283018868,6.89622641509434,0.4932787342767296,4244.0,Noroeste,Latossolo Vermelho distrófico
