municipio,SAFRA,ano,mes,REGIAO,Solo,Altitude (m),Tmax (°C),Tmin (°C),Tmed (°C),UR (%),U2 (m/s),RS (MJ/m²d),Chuva (mm),NDVI,AREA TOTAL,PRODUCAO,YIELD_SC_HA
Lindoeste,01/02,2001,9,Oeste,Nitossolo Vermelho eutrófico,585.0,25.749000000000002,14.979999999999999,19.96833333333333,78.11333333333333,0.17033333333333334,15.168000000000001,153.38,0.5875,3000.0,8550.0,47.5
Lindoeste,01/02,2001,10,Oeste,Nitossolo Vermelho eutrófico,585.0,27.266129032258064,15.905806451612902,21.45709677419355,77.05193548387098,0.18774193548387097,21.521612903225805,115.16,0.6315,3000.0,8550.0,47.5
Lindoeste,01/02,2001,11,Oeste,Nitossolo Vermelho eutrófico,585.0,29.146666666666665,18.814666666666668,23.711000000000002,79.25933333333334,0.15966666666666668,22.871,196.91,0.7074,3000.0,8550.0,47.5
Lindoeste,01/02,2001,12,Oeste,Nitossolo Vermelho eutrófico,585.0,29.11193548387097,17.919677419354837,23.490322580645163,74.66354838709678,0.16870967741935486,24.480967741935483,137.3,0.7921,3000.0,8550.0,47.5
Lindoeste,01/02,2002,1,Oeste,Nitossolo Vermelho eutrófico,585.0,31.085483870967742,19.578709677419358,25.054193548387094,71.68096774193549,0.17129032258064517,22.286129032258064,207.59,0.83585,3000.0,8550.0,47.5
Lindoeste,01/02,2002,2,Oeste,Nitossolo Vermelho eutrófico,585.0,29.764285714285712,18.885714285714283,24.05892857142857,73.41035714285715,0.18,21.513214285714287,72.02,0.7360999999999999,3000.0,8550.0,47.5
Lindoeste,01/02,2002,3,Oeste,Nitossolo Vermelho eutrófico,585.0,32.88935483870968,21.789032258064516,26.839354838709678,71.48129032258065,0.14774193548387096,19.996129032258064,98.39,0.592,3000.0,8550.0,47.5
Lindoeste,02/03,2002,9,Oeste,Nitossolo Vermelho eutrófico,585.0,24.238,12.006,17.871333333333332,76.97833333333332,0.19666666666666668,16.820333333333334,193.37,0.574125,3000.0,8400.0,46.67
Lindoeste,02/03,2002,10,Oeste,Nitossolo Vermelho eutrófico,585.0,28.210967741935484,19.544838709677418,23.479032258064517,85.18838709677419,0.15516129032258066,14.998064516129032,295.53,0.5448666666666666,3000.0,8400.0,46.67
Lindoeste,02/03,2002,11,Oeste,Nitossolo Vermelho eutrófico,585.0,27.233,18.048000000000002,22.625666666666667,83.204,0.17233333333333334,20.526666666666664,273.49,0.5609999999999999,3000.0,8400.0,46.67
Lindoeste,02/03,2002,12,Oeste,Nitossolo Vermelho eutrófico,585.0,28.304516129032258,20.40290322580645,24.250645161290322,86.2041935483871,0.15258064516129033,22.68935483870968,206.11,0.7103999999999999,3000.0,8400.0,46.67
Lindoeste,02/03,2003,1,Oeste,Nitossolo Vermelho eutrófico,585.0,29.201612903225808,20.859032258064516,24.923548387096773,83.81387096774193,0.15096774193548387,23.11225806451613,143.13,0.854875,3000.0,8400.0,46.67
Lindoeste,02/03,2003,2,Oeste,Nitossolo Vermelho eutrófico,585.0,28.435714285714287,20.90392857142857,24.485714285714288,87.27607142857143,0.15250000000000002,20.28,242.71,0.8225,3000.0,8400.0,46.67
Lindoeste,02/03,2003,3,Oeste,Nitossolo Vermelho eutrófico,585.0,27.634838709677418,19.23709677419355,23.094193548387096,85.97838709677418,0.15451612903225806,19.325806451612905,121.32000000000001,0.626325,3000.0,8400.0,46.67
Lindoeste,03/04,2003,9,Oeste,Nitossolo Vermelho eutrófico,585.0,27.012666666666668,13.147666666666668,19.632333333333335,70.03066666666668,0.19466666666666665,17.843,123.86,0.5744,2000.0,5760.0,48.0
Lindoeste,03/04,2003,10,Oeste,Nitossolo Vermelho eutrófico,585.0,28.411935483870966,16.568709677419356,22.200322580645164,75.11709677419356,0.17806451612903224,21.050967741935484,244.47,0.5310666666666667,2000.0,5760.0,48.0
Lindoeste,03/04,2003,11,Oeste,Nitossolo Vermelho eutrófico,585.0,29.254666666666665,17.112000000000002,23.095333333333333,71.12899999999999,0.181,23.266333333333332,171.95,0.5964000000000002,2000.0,5760.0,48.0
Lindoeste,03/04,2003,12,Oeste,Nitossolo Vermelho eutrófico,585.0,28.52709677419355,19.238387096774193,23.916129032258063,80.59870967741935,0.17967741935483872,22.37,335.3,0.795625,2000.0,5760.0,48.0
Lindoeste,03/04,2004,1,Oeste,Nitossolo Vermelho eutrófico,585.0,31.21935483870968,20.39516129032258,25.546774193548387,72.71225806451612,0.15806451612903227,26.383548387096774,77.03999999999999,0.84215,2000.0,5760.0,48.0
Lindoeste,03/04,2004,2,Oeste,Nitossolo Vermelho eutrófico,585.0,32.40137931034483,19.017241379310345,25.320689655172412,62.359655172413795,0.16896551724137931,24.30103448275862,63.129999999999995,0.700775,2000.0,5760.0,48.0
Lindoeste,03/04,2004,3,Oeste,Nitossolo Vermelho eutrófico,585.0,32.49258064516129,18.381290322580647,24.93516129032258,63.22096774193548,0.17580645161290323,21.701290322580647,70.25,0.591175,2000.0,5760.0,48.0
Lindoeste,04/05,2004,9,Oeste,Nitossolo Vermelho eutrófico,585.0,26.937666666666665,15.546,20.817,79.14666666666668,0.185,16.767,73.72,0.48725,3410.0,7767.0,37.96
Lindoeste,04/05,2004,10,Oeste,Nitossolo Vermelho eutrófico,585.0,26.738709677419354,15.357096774193549,20.767096774193547,77.88225806451612,0.18129032258064517,20.60967741935484,308.62,0.556325,3410.0,7767.0,37.96
Lindoeste,04/05,2004,11,Oeste,Nitossolo Vermelho eutrófico,585.0,26.666999999999998,17.263666666666666,21.913333333333334,82.62633333333333,0.17666666666666667,21.852,186.42000000000002,0.6519333333333334,3410.0,7767.0,37.96
Lindoeste,04/05,2004,12,Oeste,Nitossolo Vermelho eutrófico,585.0,30.919354838709676,19.19,24.916451612903224,69.96806451612903,0.16774193548387098,24.346451612903227,54.53,0.7381750000000001,3410.0,7767.0,37.96
Lindoeste,04/05,2005,1,Oeste,Nitossolo Vermelho eutrófico,585.0,31.849032258064515,21.403870967741934,26.286129032258064,73.18516129032258,0.14580645161290323,21.69,109.38,0.826725,3410.0,7767.0,37.96
Lindoeste,04/05,2005,2,Oeste,Nitossolo Vermelho eutrófico,585.0,35.02964285714286,20.895357142857144,27.666785714285712,55.963928571428575,0.18821428571428572,24.665714285714284,18.96,0.581675,3410.0,7767.0,37.96
Lindoeste,04/05,2005,3,Oeste,Nitossolo Vermelho eutrófico,585.0,34.02290322580645,20.049032258064514,26.641612903225806,59.51548387096774,0.16129032258064516,20.13193548387097,48.419999999999995,0.54375,3410.0,7767.0,37.96
Lindoeste,05/06,2005,9,Oeste,Nitossolo Vermelho eutrófico,585.0,21.21466666666667,11.258000000000001,15.926666666666668,81.914,0.18066666666666667,13.610666666666667,186.87,0.56485,3650.0,6570.0,30.0
Lindoeste,05/06,2005,10,Oeste,Nitossolo Vermelho eutrófico,585.0,26.621935483870967,17.496451612903225,21.811935483870965,86.05774193548388,0.18870967741935482,16.493548387096773,312.05,0.5399666666666666,3650.0,6570.0,30.0
Lindoeste,05/06,2005,11,Oeste,Nitossolo Vermelho eutrófico,585.0,28.52,17.959333333333333,23.151666666666664,76.58266666666667,0.17933333333333332,25.046,50.290000000000006,0.6188,3650.0,6570.0,30.0
Lindoeste,05/06,2005,12,Oeste,Nitossolo Vermelho eutrófico,585.0,31.843225806451613,19.766774193548386,25.581612903225807,66.16225806451614,0.1696774193548387,25.905806451612904,61.63,0.7508,3650.0,6570.0,30.0
Lindoeste,05/06,2006,1,Oeste,Nitossolo Vermelho eutrófico,585.0,32.94258064516129,21.203225806451613,26.76290322580645,70.56129032258065,0.15161290322580645,23.60258064516129,151.59,0.7269749999999999,3650.0,6570.0,30.0
Lindoeste,05/06,2006,2,Oeste,Nitossolo Vermelho eutrófico,585.0,32.99178571428571,20.38607142857143,26.45,66.08535714285715,0.15892857142857145,22.01535714285714,70.58,0.6793000000000001,3650.0,6570.0,30.0
Lindoeste,05/06,2006,3,Oeste,Nitossolo Vermelho eutrófico,585.0,30.315161290322582,19.9941935483871,24.786774193548386,76.31870967741936,0.1606451612903226,17.753548387096775,160.62,0.6438,3650.0,6570.0,30.0
Lindoeste,06/07,2006,9,Oeste,Nitossolo Vermelho eutrófico,585.0,26.065,12.83,19.15,68.76133333333334,0.20033333333333334,17.178,151.28,0.5260750000000001,5800.0,20300.0,58.33
Lindoeste,06/07,2006,10,Oeste,Nitossolo Vermelho eutrófico,585.0,30.563870967741938,18.714193548387097,24.245483870967742,73.71032258064515,0.19064516129032258,20.723870967741938,125.61,0.5497666666666666,5800.0,20300.0,58.33
Lindoeste,06/07,2006,11,Oeste,Nitossolo Vermelho eutrófico,585.0,30.154,18.503666666666668,24.07266666666667,71.91033333333333,0.18633333333333332,21.924666666666667,143.6,0.617225,5800.0,20300.0,58.33
Lindoeste,06/07,2006,12,Oeste,Nitossolo Vermelho eutrófico,585.0,32.27935483870968,21.92838709677419,26.95387096774194,72.00387096774193,0.15741935483870967,22.96548387096774,190.47,0.81015,5800.0,20300.0,58.33
Lindoeste,06/07,2007,1,Oeste,Nitossolo Vermelho eutrófico,585.0,30.041290322580643,21.405483870967743,25.541612903225804,79.27258064516128,0.1629032258064516,20.521935483870966,161.76,0.822275,5800.0,20300.0,58.33
Lindoeste,06/07,2007,2,Oeste,Nitossolo Vermelho eutrófico,585.0,30.8,21.10607142857143,25.607499999999998,76.10821428571428,0.1542857142857143,21.712500000000002,138.4,0.6606250000000001,5800.0,20300.0,58.33
Lindoeste,06/07,2007,3,Oeste,Nitossolo Vermelho eutrófico,585.0,31.036774193548386,20.414516129032258,25.42225806451613,74.83032258064516,0.18645161290322582,19.378064516129033,100.34,0.731725,5800.0,20300.0,58.33
Lindoeste,07/08,2007,9,Oeste,Nitossolo Vermelho eutrófico,585.0,31.38,16.841,23.305,61.09133333333333,0.186,16.719333333333335,27.84,0.528875,5825.0,18736.78,53.61
Lindoeste,07/08,2007,10,Oeste,Nitossolo Vermelho eutrófico,585.0,31.431935483870966,18.676129032258064,24.55290322580645,67.59548387096774,0.18774193548387097,16.551290322580645,119.94,0.5608,5825.0,18736.78,53.61
Lindoeste,07/08,2007,11,Oeste,Nitossolo Vermelho eutrófico,585.0,29.136333333333333,16.488,22.753333333333334,72.43866666666666,0.186,23.899,183.66,0.6290749999999999,5825.0,18736.78,53.61
Lindoeste,07/08,2007,12,Oeste,Nitossolo Vermelho eutrófico,585.0,31.831612903225807,20.09709677419355,25.81064516129032,68.82516129032258,0.14870967741935484,24.42290322580645,156.18,0.771675,5825.0,18736.78,53.61
Lindoeste,07/08,2008,1,Oeste,Nitossolo Vermelho eutrófico,585.0,31.825806451612905,20.398064516129033,25.918064516129032,67.79903225806451,0.1532258064516129,22.70741935483871,95.3,0.79835,5825.0,18736.78,53.61
Lindoeste,07/08,2008,2,Oeste,Nitossolo Vermelho eutrófico,585.0,32.44172413793103,20.63310344827586,26.323793103448274,64.93068965517242,0.17379310344827587,22.15448275862069,85.24,0.63915,5825.0,18736.78,53.61
Lindoeste,07/08,2008,3,Oeste,Nitossolo Vermelho eutrófico,585.0,32.11064516129032,19.07709677419355,25.136774193548387,65.42774193548387,0.17096774193548386,20.11967741935484,46.29,0.713625,5825.0,18736.78,53.61
Lindoeste,08/09,2008,9,Oeste,Nitossolo Vermelho eutrófico,585.0,25.017333333333333,11.29,17.711666666666666,70.377,0.188,18.529666666666667,56.18,0.522275,5800.0,16240.0,46.67
Lindoeste,08/09,2008,10,Oeste,Nitossolo Vermelho eutrófico,585.0,27.718709677419355,17.63967741935484,22.29774193548387,80.8741935483871,0.1764516129032258,17.676129032258064,186.48,0.5707,5800.0,16240.0,46.67
Lindoeste,08/09,2008,11,Oeste,Nitossolo Vermelho eutrófico,585.0,29.10033333333333,18.652,23.737666666666666,73.94133333333335,0.17066666666666666,23.937333333333335,112.07,0.6057,5800.0,16240.0,46.67
Lindoeste,08/09,2008,12,Oeste,Nitossolo Vermelho eutrófico,585.0,33.969032258064516,19.86258064516129,26.681612903225805,57.16612903225807,0.16516129032258065,26.407096774193548,48.330000000000005,0.65535,5800.0,16240.0,46.67
Lindoeste,08/09,2009,1,Oeste,Nitossolo Vermelho eutrófico,585.0,30.780322580645162,19.9158064516129,25.062903225806455,70.39935483870968,0.1635483870967742,22.686774193548384,156.92,0.775175,5800.0,16240.0,46.67
Lindoeste,08/09,2009,2,Oeste,Nitossolo Vermelho eutrófico,585.0,31.420714285714286,20.92642857142857,25.870714285714286,74.05821428571429,0.17142857142857143,20.62964285714286,124.97,0.641625,5800.0,16240.0,46.67
Lindoeste,08/09,2009,3,Oeste,Nitossolo Vermelho eutrófico,585.0,33.07838709677419,20.453548387096774,26.333870967741937,64.62096774193549,0.17290322580645162,20.901935483870968,47.56,0.5845,5800.0,16240.0,46.67
Lindoeste,09/10,2009,9,Oeste,Nitossolo Vermelho eutrófico,585.0,24.058333333333334,14.023333333333333,18.857000000000003,84.63766666666668,0.18400000000000002,13.238666666666667,194.25,0.5938,6400.0,20310.0,52.89
Lindoeste,09/10,2009,10,Oeste,Nitossolo Vermelho eutrófico,585.0,26.345161290322583,16.86,21.486129032258066,84.39129032258064,0.18161290322580645,18.71967741935484,331.56,0.5431333333333334,6400.0,20310.0,52.89
Lindoeste,09/10,2009,11,Oeste,Nitossolo Vermelho eutrófico,585.0,29.033333333333335,22.038999999999998,25.389333333333333,86.93,0.16,19.194333333333336,217.39,0.69165,6400.0,20310.0,52.89
Lindoeste,09/10,2009,12,Oeste,Nitossolo Vermelho eutrófico,585.0,28.46483870967742,20.703548387096777,24.566451612903226,85.38967741935484,0.1732258064516129,22.31935483870968,195.6,0.77095,6400.0,20310.0,52.89
Lindoeste,09/10,2010,1,Oeste,Nitossolo Vermelho eutrófico,585.0,28.458064516129035,21.211290322580645,24.756451612903227,85.92258064516129,0.15419354838709678,22.09225806451613,166.1,0.663225,6400.0,20310.0,52.89
Lindoeste,09/10,2010,2,Oeste,Nitossolo Vermelho eutrófico,585.0,29.104285714285712,21.93535714285714,25.250714285714285,84.85357142857143,0.1542857142857143,19.803214285714287,165.35999999999999,0.670025,6400.0,20310.0,52.89
Lindoeste,09/10,2010,3,Oeste,Nitossolo Vermelho eutrófico,585.0,29.111290322580647,19.781612903225806,24.182580645161288,82.28354838709677,0.17,19.850967741935484,214.87,0.76845,6400.0,20310.0,52.89
Lindoeste,10/11,2010,9,Oeste,Nitossolo Vermelho eutrófico,585.0,26.71333333333333,14.601666666666667,20.058333333333334,74.45533333333333,0.19066666666666665,15.283666666666667,106.32000000000001,0.42495,6300.0,20160.0,53.33
Lindoeste,10/11,2010,10,Oeste,Nitossolo Vermelho eutrófico,585.0,25.84225806451613,14.571612903225807,20.07774193548387,78.15677419354839,0.18451612903225806,19.67064516129032,325.19,0.5124666666666666,6300.0,20160.0,53.33
Lindoeste,10/11,2010,11,Oeste,Nitossolo Vermelho eutrófico,585.0,28.643666666666665,15.828333333333335,22.151666666666664,69.81433333333332,0.20033333333333334,24.990333333333336,76.26,0.668375,6300.0,20160.0,53.33
Lindoeste,10/11,2010,12,Oeste,Nitossolo Vermelho eutrófico,585.0,28.43,20.289677419354838,24.268709677419356,83.62064516129033,0.16516129032258065,19.89290322580645,323.94,0.83975,6300.0,20160.0,53.33
Lindoeste,10/11,2011,1,Oeste,Nitossolo Vermelho eutrófico,585.0,30.319032258064517,21.40967741935484,25.771612903225805,77.69903225806452,0.1693548387096774,23.076451612903227,165.82,0.84015,6300.0,20160.0,53.33
Lindoeste,10/11,2011,2,Oeste,Nitossolo Vermelho eutrófico,585.0,28.50857142857143,21.146428571428572,24.50357142857143,85.7532142857143,0.15678571428571428,17.84857142857143,176.46,0.709975,6300.0,20160.0,53.33
Lindoeste,10/11,2011,3,Oeste,Nitossolo Vermelho eutrófico,585.0,30.05354838709677,19.926774193548386,24.457741935483874,76.42516129032258,0.1464516129032258,19.190645161290323,121.5,0.611425,6300.0,20160.0,53.33
Lindoeste,11/12,2011,9,Oeste,Nitossolo Vermelho eutrófico,585.0,24.990666666666666,12.652,18.508666666666667,78.91633333333333,0.188,18.894000000000002,135.49,0.4887500000000001,6260.0,12520.0,33.33
Lindoeste,11/12,2011,10,Oeste,Nitossolo Vermelho eutrófico,585.0,27.63935483870968,16.767096774193547,21.88193548387097,77.85096774193549,0.1832258064516129,20.219677419354838,227.38,0.5712333333333334,6260.0,12520.0,33.33
Lindoeste,11/12,2011,11,Oeste,Nitossolo Vermelho eutrófico,585.0,28.420333333333335,17.397,22.666333333333334,75.01566666666666,0.165,22.948666666666668,132.4,0.637475,6260.0,12520.0,33.33
Lindoeste,11/12,2011,12,Oeste,Nitossolo Vermelho eutrófico,585.0,32.858709677419355,19.086129032258064,25.75709677419355,57.92225806451613,0.17548387096774196,25.24516129032258,34.129999999999995,0.765,6260.0,12520.0,33.33
Lindoeste,11/12,2012,1,Oeste,Nitossolo Vermelho eutrófico,585.0,33.38548387096775,20.187419354838713,26.596774193548388,60.638387096774196,0.16322580645161291,25.989354838709676,93.36,0.7260249999999999,6260.0,12520.0,33.33
Lindoeste,11/12,2012,2,Oeste,Nitossolo Vermelho eutrófico,585.0,33.641724137931035,22.13310344827586,27.503793103448277,62.69586206896552,0.17344827586206898,22.397586206896552,87.34,0.59525,6260.0,12520.0,33.33
Lindoeste,11/12,2012,3,Oeste,Nitossolo Vermelho eutrófico,585.0,32.487096774193546,17.891612903225806,24.74290322580645,58.81032258064516,0.19161290322580646,22.351935483870967,41.29,0.643275,6260.0,12520.0,33.33
Lindoeste,12/13,2012,9,Oeste,Nitossolo Vermelho eutrófico,585.0,30.362000000000002,14.743333333333334,21.995333333333335,57.02066666666666,0.21200000000000002,18.332666666666668,51.69,0.4833,6300.0,21086.1,55.78
Lindoeste,12/13,2012,10,Oeste,Nitossolo Vermelho eutrófico,585.0,29.43064516129032,18.344838709677422,23.629677419354838,74.22387096774193,0.1832258064516129,17.850322580645162,220.38,0.581975,6300.0,21086.1,55.78
Lindoeste,12/13,2012,11,Oeste,Nitossolo Vermelho eutrófico,585.0,32.13633333333333,19.887999999999998,25.639333333333333,66.52533333333334,0.16699999999999998,23.15233333333333,65.03,0.6983333333333331,6300.0,21086.1,55.78
Lindoeste,12/13,2012,12,Oeste,Nitossolo Vermelho eutrófico,585.0,32.32,22.50258064516129,27.190322580645162,74.0725806451613,0.18451612903225806,22.530645161290323,176.26,0.8313,6300.0,21086.1,55.78
Lindoeste,12/13,2013,1,Oeste,Nitossolo Vermelho eutrófico,585.0,32.399032258064516,20.136774193548387,26.072903225806453,64.67,0.1667741935483871,25.75258064516129,70.21,0.7705999999999998,6300.0,21086.1,55.78
Lindoeste,12/13,2013,2,Oeste,Nitossolo Vermelho eutrófico,585.0,31.404285714285717,20.925714285714285,25.83642857142857,70.70142857142858,0.17285714285714285,19.62642857142857,100.35,0.523875,6300.0,21086.1,55.78
Lindoeste,12/13,2013,3,Oeste,Nitossolo Vermelho eutrófico,585.0,29.171290322580642,18.750645161290322,23.490000000000002,76.91258064516128,0.17580645161290323,16.503870967741936,143.88,0.748425,6300.0,21086.1,55.78
Lindoeste,13/14,2013,9,Oeste,Nitossolo Vermelho eutrófico,585.0,25.308,13.653333333333334,19.043666666666663,77.21366666666667,0.17366666666666666,15.988666666666667,121.3,0.4446,12550.0,43925.0,58.33
Lindoeste,13/14,2013,10,Oeste,Nitossolo Vermelho eutrófico,585.0,26.77774193548387,16.23258064516129,21.199677419354842,77.23806451612903,0.18,19.620645161290323,89.31,0.47193333333333337,12550.0,43925.0,58.33
Lindoeste,13/14,2013,11,Oeste,Nitossolo Vermelho eutrófico,585.0,30.456666666666667,18.598333333333336,24.322,69.87566666666666,0.18333333333333332,23.73966666666667,152.25,0.6709,12550.0,43925.0,58.33
Lindoeste,13/14,2013,12,Oeste,Nitossolo Vermelho eutrófico,585.0,32.44096774193548,21.34161290322581,26.616774193548387,69.42483870967742,0.15354838709677418,24.00709677419355,138.29,0.8202499999999999,12550.0,43925.0,58.33
Lindoeste,13/14,2014,1,Oeste,Nitossolo Vermelho eutrófico,585.0,30.596774193548388,21.205161290322582,25.710967741935484,78.12451612903226,0.1664516129032258,22.625806451612902,168.94,0.7754,12550.0,43925.0,58.33
Lindoeste,13/14,2014,2,Oeste,Nitossolo Vermelho eutrófico,585.0,33.9,21.470357142857143,27.259642857142858,63.55535714285714,0.17607142857142857,22.61285714285714,83.01,0.55655,12550.0,43925.0,58.33
Lindoeste,13/14,2014,3,Oeste,Nitossolo Vermelho eutrófico,585.0,29.24290322580645,18.87741935483871,23.749032258064517,76.37774193548387,0.17935483870967742,18.932258064516127,207.02,0.699,12550.0,43925.0,58.33
Lindoeste,14/15,2014,9,Oeste,Nitossolo Vermelho eutrófico,585.0,25.57133333333333,16.451666666666668,20.807666666666666,83.27333333333333,0.182,15.178333333333335,255.69,0.4258,13012.0,42138.65,53.97
Lindoeste,14/15,2014,10,Oeste,Nitossolo Vermelho eutrófico,585.0,29.54516129032258,18.679677419354835,23.885483870967743,76.5232258064516,0.1706451612903226,22.240967741935485,58.52,0.4513666666666667,13012.0,42138.65,53.97
Lindoeste,14/15,2014,11,Oeste,Nitossolo Vermelho eutrófico,585.0,28.562666666666665,18.501666666666665,23.416999999999998,78.61166666666666,0.16233333333333333,21.694000000000003,146.89000000000001,0.59325,13012.0,42138.65,53.97
Lindoeste,14/15,2014,12,Oeste,Nitossolo Vermelho eutrófico,585.0,30.845806451612905,20.667419354838707,25.554193548387094,73.80516129032259,0.17548387096774196,20.39548387096774,143.43,0.7767999999999999,13012.0,42138.65,53.97
Lindoeste,14/15,2015,1,Oeste,Nitossolo Vermelho eutrófico,585.0,30.266451612903225,21.85,25.771290322580644,79.70193548387095,0.14903225806451614,23.16290322580645,115.83,0.764125,13012.0,42138.65,53.97
Lindoeste,14/15,2015,2,Oeste,Nitossolo Vermelho eutrófico,585.0,31.318571428571428,21.269642857142856,25.94214285714286,74.12678571428572,0.15607142857142858,20.07107142857143,91.00999999999999,0.6331750000000002,13012.0,42138.65,53.97
Lindoeste,14/15,2015,3,Oeste,Nitossolo Vermelho eutrófico,585.0,31.567741935483873,20.076129032258066,25.337419354838712,69.48258064516129,0.1625806451612903,19.91483870967742,69.66,0.724825,13012.0,42138.65,53.97
Lindoeste,15/16,2015,9,Oeste,Nitossolo Vermelho eutrófico,585.0,28.548333333333336,15.832333333333333,21.686333333333334,69.34200000000001,0.2006666666666667,16.482,83.16,0.4688,13260.0,45987.26,57.8
Lindoeste,15/16,2015,10,Oeste,Nitossolo Vermelho eutrófico,585.0,30.12548387096774,19.20225806451613,24.22483870967742,74.44,0.1696774193548387,17.877741935483872,113.39,0.5204666666666666,13260.0,45987.26,57.8
Lindoeste,15/16,2015,11,Oeste,Nitossolo Vermelho eutrófico,585.0,29.007333333333335,19.946666666666665,24.188666666666666,81.28533333333333,0.16633333333333333,15.614333333333333,243.49,0.7209,13260.0,45987.26,57.8
Lindoeste,15/16,2015,12,Oeste,Nitossolo Vermelho eutrófico,585.0,27.746451612903225,21.542580645161287,24.498064516129034,89.72935483870968,0.1738709677419355,16.596774193548388,400.41,0.83735,13260.0,45987.26,57.8
Lindoeste,15/16,2016,1,Oeste,Nitossolo Vermelho eutrófico,585.0,29.34935483870968,21.946129032258067,25.481290322580644,83.59258064516129,0.16322580645161291,22.29741935483871,162.99,0.6654000000000001,13260.0,45987.26,57.8
Lindoeste,15/16,2016,2,Oeste,Nitossolo Vermelho eutrófico,585.0,28.298965517241378,22.04758620689655,24.937241379310347,89.88413793103447,0.1513793103448276,18.682758620689654,216.98,0.581325,13260.0,45987.26,57.8
Lindoeste,15/16,2016,3,Oeste,Nitossolo Vermelho eutrófico,585.0,26.822903225806453,18.408709677419353,22.460322580645162,85.52741935483871,0.18612903225806454,17.73,150.02,0.762,13260.0,45987.26,57.8
Lindoeste,16/17,2016,9,Oeste,Nitossolo Vermelho eutrófico,585.0,24.795333333333335,11.636333333333333,18.022333333333332,74.00966666666666,0.21,19.841666666666665,64.93,0.489375,12920.0,44574.0,57.5
Lindoeste,16/17,2016,10,Oeste,Nitossolo Vermelho eutrófico,585.0,26.81967741935484,16.34709677419355,21.406774193548387,78.71000000000001,0.17709677419354838,18.86064516129032,230.76999999999998,0.58665,12920.0,44574.0,57.5
Lindoeste,16/17,2016,11,Oeste,Nitossolo Vermelho eutrófico,585.0,28.733666666666668,16.968,22.741333333333333,72.25933333333334,0.19033333333333333,24.676,125.89,0.6973666666666668,12920.0,44574.0,57.5
Lindoeste,16/17,2016,12,Oeste,Nitossolo Vermelho eutrófico,585.0,29.436451612903223,20.131290322580647,24.60483870967742,77.97645161290322,0.17870967741935484,21.73774193548387,205.41,0.8528,12920.0,44574.0,57.5
Lindoeste,16/17,2017,1,Oeste,Nitossolo Vermelho eutrófico,585.0,30.061290322580643,21.101290322580645,25.38064516129032,78.80322580645162,0.16096774193548388,23.86032258064516,133.62,0.7500249999999999,12920.0,44574.0,57.5
Lindoeste,16/17,2017,2,Oeste,Nitossolo Vermelho eutrófico,585.0,30.52857142857143,21.194285714285716,25.590714285714284,79.34857142857143,0.16357142857142856,20.380714285714284,150.09,0.56785,12920.0,44574.0,57.5
Lindoeste,16/17,2017,3,Oeste,Nitossolo Vermelho eutrófico,585.0,29.406774193548387,19.669999999999998,24.111612903225808,79.44322580645161,0.15451612903225806,18.783548387096772,121.61,0.7497,12920.0,44574.0,57.5
Lindoeste,17/18,2017,9,Oeste,Nitossolo Vermelho eutrófico,585.0,32.37233333333333,17.940333333333335,24.440333333333335,58.736,0.19366666666666665,18.003666666666668,23.919999999999998,0.429925,13070.0,48607.3,61.98
Lindoeste,17/18,2017,10,Oeste,Nitossolo Vermelho eutrófico,585.0,27.55354838709677,17.25709677419355,22.249032258064517,78.86709677419356,0.19096774193548388,17.087741935483873,451.26,0.49689999999999995,13070.0,48607.3,61.98
Lindoeste,17/18,2017,11,Oeste,Nitossolo Vermelho eutrófico,585.0,27.128666666666668,15.938666666666668,21.62,80.69033333333333,0.19533333333333333,23.079,272.37,0.61495,13070.0,48607.3,61.98
Lindoeste,17/18,2017,12,Oeste,Nitossolo Vermelho eutrófico,585.0,30.292258064516126,20.59935483870968,25.29290322580645,77.4658064516129,0.1732258064516129,22.908709677419353,154.48,0.84765,13070.0,48607.3,61.98
Lindoeste,17/18,2018,1,Oeste,Nitossolo Vermelho eutrófico,585.0,27.573548387096775,20.916129032258063,24.06451612903226,87.92290322580645,0.15258064516129033,19.62548387096774,282.11,0.776575,13070.0,48607.3,61.98
Lindoeste,17/18,2018,2,Oeste,Nitossolo Vermelho eutrófico,585.0,27.80035714285714,19.450357142857143,23.494285714285716,82.77464285714287,0.18250000000000002,22.062857142857144,219.36,0.567725,13070.0,48607.3,61.98
Lindoeste,17/18,2018,3,Oeste,Nitossolo Vermelho eutrófico,585.0,28.234516129032258,19.917419354838707,24.03516129032258,86.54612903225807,0.18774193548387097,17.83483870967742,253.3,0.7799,13070.0,48607.3,61.98
Lindoeste,18/19,2018,9,Oeste,Nitossolo Vermelho eutrófico,585.0,25.682666666666666,15.224333333333334,19.962333333333333,80.94133333333333,0.19933333333333333,15.775333333333332,228.13,0.44665,9000.0,26100.0,48.33
Lindoeste,18/19,2018,10,Oeste,Nitossolo Vermelho eutrófico,585.0,26.459032258064518,17.824193548387097,21.907096774193548,85.91741935483871,0.16483870967741937,14.144838709677419,285.88,0.6675666666666666,9000.0,26100.0,48.33
Lindoeste,18/19,2018,11,Oeste,Nitossolo Vermelho eutrófico,585.0,28.51966666666667,19.005999999999997,23.728333333333335,80.21499999999999,0.18866666666666668,23.389333333333333,128.11,0.8,9000.0,26100.0,48.33
